skillName,maxTime,angleParam1,angleParam2,"poseParam X","poseParam Y","poseParam R","vector3Param X","vector3Param Y","vector3Param Z",boolParam,floatParam,intParam,stringParam
WalkAtRelativeSpeed,1200,0,0,0.546861,0,-0.214331,0,0,0,0,0,0,
WalkAtRelativeSpeed,1200,0,0,0.945311,0,-0.52385,0,0,0,0,0,0,
Stand,1200,0,0,0,0,0,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.968749,0,-0.460341,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.968749,0,-0.436537,0,0,0,0,0,0,
WalkAtRelativeSpeed,108,0,0,0.968749,0,-0.388928,0,0,0,0,0,0,
WalkAtRelativeSpeed,108,0,0,0.976562,0,-0.380993,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.968749,0,-0.198431,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.882809,0,0.031251,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.74218,0,0.421888,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.820307,0,0.492203,0,0,0,0,0,0,
WalkAtRelativeSpeed,120,0,0,0.835932,0,0.703116,0,0,0,0,0,0,
WalkAtRelativeSpeed,108,0,0,0.703116,0,0.812494,0,0,0,0,0,0,
